"type","city","street","cost","area"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","16","16"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","18","18"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str,","20","20"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Tannenstr","24","24"
"3er WG","Kaiserslautern Innenstadt","Beethovenstraße","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","Gerhart-Hauptmann-Straße","24","24"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Kindergartenstraße","34","34"
"2er WG","Kaiserslautern Innenstadt","Barbarossaring","15","15"
"3er WG","Kaiserslautern Innenstadt","Beethovenstrasse","35","35"
"3er WG","Kaiserslautern Innenstadt","Humboldtstraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Mozartstraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet","Kurt-Schumacher-Str.","20","20"
"6er WG","Kaiserslautern Center","Gersweilerweg","26","26"
"6er WG","Kaiserslautern Innenstadt","Gersweilerweg","24","24"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet / direkte ...","Kurt-Schumacher-Str.","26","26"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Kurt-Schumacher-Straße","34","34"
"5er WG","Kaiserslautern Innenstadt","Friedenstr.","11","11"
"4er WG","Kaiserslautern Innenstadt","Schulstraße","22","22"
"4er WG","Kaiserslautern Innenstadt","Schillerplatz,","14","14"
"4er WG","Kaiserslautern Innenstadt","Werkstättestr","20","20"
"3er WG","Kaiserslautern Innenstadt","Bismarckstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","15","15"
"4er WG","Kaiserslautern Innenstadt","Lutzerstraße","12","12"
"2er WG","Kaiserslautern Innenstadt","Fabrikstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Maxstraße","15","15"
"4er WG","Kaiserslautern Kaiserlautern","Richard-Wagner-S.","16","16"
"4er WG","Kaiserslautern Innenstadt","Wilhelmstraße","23","23"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str.","25","25"
"2er WG","Kaiserslautern Innenstadt","Tannenstraße","25","25"
"2er WG","Kaiserslautern Innenstadt","Parkstraße","25","25"
"3er WG","Kaiserslautern Innenstadt","Triftstraße","20","20"
"2er WG","Kaiserslautern Innenstadt","Am Harzhübel","15","15"
"4er WG","Kaiserslautern Innenstadt","Medicusstraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wormser Str.","25","25"
"4er WG","Kaiserslautern Innenstadt","Fruchthallstr.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Uniwohngebiet","Am Harzhübel","44","44"
"1-Zimmer-Wohnung","Kaiserslautern Ost","Theodor-Pixis-Str.","36","36"
"4er WG","Kaiserslautern Innenstadt","Karl-Marx-Straße","15","15"
"4er WG","Kaiserslautern Innenstadt","Karl-Marx-Straße","15","15"
"4er WG","Kaiserslautern Innenstadt","Kurt-Schumacher-Str.","16","16"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str.","18","18"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str.","18","18"
"4er WG","Kaiserslautern Innenstadt","Karl-Pfaff-Siedlung","10","10"
"3er WG","Kaiserslautern Innenstadt","Carl-Euler Straße","45","45"
"3er WG","Kaiserslautern Innenstadt","Mannheimer Straße","13","13"
"5er WG","Kaiserslautern Innenstadt","Benzinoring","24","24"
"3er WG","Kaiserslautern Kaiserslautern","Pfaffstr.","19","19"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm Raabe Street","25","25"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","15","15"
"3er WG","Kaiserslautern Volkspark","Im Reiserfeld","20","20"
"4er WG","Kaiserslautern Innenstadt","Karl-Pfaff-Siedlung","10","10"
"3er WG","Kaiserslautern Innenstadt","Bierstraße","12","12"
"2er WG","Kaiserslautern Innenstadt","Gasstraße","12","12"
"3er WG","Kaiserslautern Innenstadt","Marktstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Strasse","20","20"
"4er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Rosenstraße","13","13"
"4er WG","Kaiserslautern Innenstadt","Parkstraße,","12","12"
"10er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","25","25"
"3er WG","Kaiserslautern Innenstadt","Triftstraße.","11","11"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße,","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Alex-Müller-Straße","21","21"
"4er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","12","12"
"4er WG","Kaiserslautern Innenstadt","Medicusstraße","15","15"
"4er WG","Kaiserslautern Kaiserslautern","Eisenbahnstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Lämmchesbergstraße","13","13"
"2er WG","Kaiserslautern Uni-Wohnstadt","Kurz-Schumacher-Straße","13","13"
"4er WG","Kaiserslautern Innenstadt","Salzstraße","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Stelzenberg","Hauptstrasse","32","32"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet","Kurt-Schumacher-Str.","33","33"
"2er WG","Kaiserslautern Innenstadt","Haagstrasse","17","17"
"2er WG","Kaiserslautern Kaiserslautern","Stadtmitte","13","13"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm-Raabe-Straße","19","19"
"3er WG","Kaiserslautern Innenstadt","Spicherer Str,","17","17"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Jägerstraße","31","31"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Eisenbahnstraße","28","28"
"2er WG","Kaiserslautern Innenstadt","Fabrikstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Steinstraße","17","17"
"2er WG","Kaiserslautern Innenstadt","Schulstraße","18","18"
"4er WG","Kaiserslautern Kaiserslautern","Marie Juchacz Str.","13","13"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","17","17"
"4er WG","Kaiserslautern Innenstadt","Fruchthallstraße","24","24"
"3er WG","Kaiserslautern Innenstadt","Moltkestrasse","16","16"
"3er WG","Kaiserslautern Innenstadt","Wilhelmstraße","13","13"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet","Wilhel-Raabe-Str.","23","23"
"3er WG","Kaiserslautern Innenstadt","Beethovenstraße","20","20"
"2er WG","Kaiserslautern Innenstadt","Musterstr","35","35"
"3er WG","Kaiserslautern Innenstadt","Karcherstraße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Kohlenhofstrasse","40","40"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","14","14"
"2er WG","Kaiserslautern Innenstadt","Richard Wagner strasse","18","18"
"3er WG","Kaiserslautern Innenstadt","Pirmasenser Straße","13","13"
"3er WG","Kaiserslautern Innenstadt","Carl Euler Str.","14","14"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","20","20"
"4er WG","Kaiserslautern Innenstadt","Wilhelmstrasse .","25","25"
"4er WG","Kaiserslautern Innenstadt","Karcherstraße","15","15"
"4er WG","Kaiserslautern Innenstadt","Mannheimerstraße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremerstraße Hausnummer","25","25"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str","16","16"
"3er WG","Kaiserslautern Kaiserslautern","Eisenbahnstarße , Oberge...","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Gottlieb Daimler Straße","24","24"
"2er WG","Kaiserslautern Innenstadt","Schneppbachstraße","20","20"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","16","16"
"4er WG","Kaiserslautern Fruchthallstrae 23 67655 ...","Fruchthallstraße Kaiser...","23","23"
"3er WG","Kaiserslautern Kaiserslautern","Longenstrasse","21","21"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","17","17"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","21","21"
"4er WG","Kaiserslautern Innenstadt","Mannheimerstraße","15","15"
"3er WG","Kaiserslautern Zwischen InnenstadtUni","Balbierstraße","13","13"
"17er WG","Kaiserslautern Innenstadt","Gottlieb-Daimler-Str.","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Universitätsgebiet","Gerhart-Hauptmann-Str.","20","20"
"4er WG","Kaiserslautern Innenstadt","Hackstraße","94","94"
"2er WG","Kaiserslautern Innenstadt","St.-Marien-Platz","16","16"
"2er WG","Kaiserslautern Kaiserslautern","An der Emilsruhe","13","13"
"3er WG","Kaiserslautern Innenstadt","Wilhelmstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","mannheimerstraße,","19","19"
"3er WG","Kaiserslautern Innenstadt","Beethovenstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Am Vogelgesang","15","15"
"4er WG","Kaiserslautern Innenstadt","Karl-Marxstraße","15","15"
"3er WG","Kaiserslautern Uni-Wohngebiet","Konrad-Adenauer-Straße","15","15"
"3er WG","Kaiserslautern Innenstadt","Medicusstraße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Uni Wohnstadt","Kurt-Schuhmacher Straße","21","21"
"5er WG","Kaiserslautern Innenstadt","","15","15"
"3er WG","Kaiserslautern Kaiserslautern","Rummelstr.","28","28"
"3er WG","Kaiserslautern Innenstadt","Bismarckstr.","14","14"
"4er WG","Kaiserslautern Innenstadt","Fackelstrasse,","22","22"
"2er WG","Kaiserslautern Innenstadt","Dornenstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Fruchthallstraße","30","30"
"3er WG","Kaiserslautern Innenstadt","Pirmasenser Str.","17","17"
"3er WG","Kaiserslautern Innenstadt","Pirmasenser Str.","17","17"
"3er WG","Kaiserslautern Innenstadt","Balbierstraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Bismarckstrasse","18","18"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Tannenstraße","18","18"
"2er WG","Kaiserslautern Innenstadt","Medicustr.","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet","Kurt-Schumacher-Str.","21","21"
"4er WG","Kaiserslautern Innenstadt","Ottostraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Logenstraße","20","20"
"4er WG","Kaiserslautern Kaiserslautern","Fackelstraße,","26","26"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Eisenbahnstr.","35","35"
"3er WG","Kaiserslautern Lämmchesberg","Hahnenbalz","12","12"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagnerstraße","14","14"
"2er WG","Kaiserslautern Kaiserslautern","Gerhart Hauptmann str","22","22"
"2er WG","Kaiserslautern Innenstadt","Albert Schweitzer Straße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Gerhart Hauptmann Str.","20","20"
"2er WG","Kaiserslautern Innenstadt","Hühnestraße","22","22"
"3er WG","Kaiserslautern Innenstadt","Marktraße","20","20"
"6er WG","Kaiserslautern Innenstadt","Königstr.","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Gerhart-Hauptmann-Str.","25","25"
"3er WG","Kaiserslautern Innenstadt","Balbierstraße","16","16"
"2er WG","Kaiserslautern Innenstadt","Gerhart Hauptmann Strasse","13","13"
"1-Zimmer-Wohnung","Kaiserslautern Hohenecken","Im Haseltal","28","28"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Beethoven str","43","43"
"5er WG","Kaiserslautern Innenstadt","Im Dunkeltälchen","23","23"
"3er WG","Kaiserslautern Innenstadt","Wilhelmstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Marktstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Kammgarnstr.","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Buchenlochstr.","23","23"
"3er WG","Kaiserslautern Innenstadt","Hasenstraße,","16","16"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","23","23"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Haspelstr.","21","21"
"1-Zimmer-Wohnung","Kaiserslautern Uniwohngebiet","Kurt-Schumacher-Straße","22","22"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Uniwohngebiet","Kurt-Schumacher Straße","19","19"
"3er WG","Kaiserslautern Innenstadt","Richard Wagner Straße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Eisenbahnstr.","24","24"
"4er WG","Kaiserslautern Innenstadt","Fruchthallstraße","22","22"
"4er WG","Kaiserslautern Innenstadt","Logenstraße","22","22"
"4er WG","Kaiserslautern Innenstadt","Logenstraße","22","22"
"4er WG","Kaiserslautern Kaiserslautern","Fruchthallstraße,","23","23"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohnstadt","Kurt-Schumacher Str.,","28","28"
"3er WG","Kaiserslautern Innenstadt","Glockenstraße","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Kurt-Schumacher-Str.","22","22"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Buchenlochstrasse","32","32"
"3er WG","Kaiserslautern Kaiserslautern","Rosenstraße,","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","Wackenmuhlstrasse","17","17"
"1-Zimmer-Wohnung","Kaiserslautern Lämmchesberg","Kurt-Schuhmacher-Str.","22","22"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Alex-Müller-Straße","26","26"
"3er WG","Kaiserslautern Am Stadtpark","Albertstraße","16","16"
"3er WG","Kaiserslautern Innenstadt","zollamtstrasse","18","18"
"3er WG","Kaiserslautern Innenstadt","zollamtstrasse","16","16"
"3er WG","Kaiserslautern Innenstadt","Zollamstrasse","20","20"
"3er WG","Kaiserslautern Innenstadt","Schützenstraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Forellenstraße","21","21"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str.","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Gottlieb-Daimler-Straße","24","24"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","16","16"
"3er WG","Kaiserslautern Innenstadt","Fruchthallstrasse","14","14"
"4er WG","Kaiserslautern Innenstadt","Rudolf Breitscheid Straße","15","15"
"3er WG","Kaiserslautern Innenstadt","Fruchthallstraße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohnstadt","Kurt-Schumacher-Straße","21","21"
"4er WG","Kaiserslautern Innenstadt","Hasenstraße","18","18"
"4er WG","Kaiserslautern Innenstadt","Kantstraße","15","15"
"4er WG","Kaiserslautern Innenstadt","Fabrikstraße","21","21"
"3er WG","Kaiserslautern Innenstadt","Schützenstraße","25","25"
"3er WG","Kaiserslautern Innenstadt","Altenwoogstr","18","18"
"3er WG","Kaiserslautern Innenstadt","Kindergartenstraße,","22","22"
"4er WG","Kaiserslautern Innenstadt","Mannheimer Straße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern City","Eisenbahnstrasse","24","24"
"3er WG","Kaiserslautern Innenstadt","Logenstr.","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Birnstr.","40","40"
"1-Zimmer-Wohnung","Kaiserslautern Dansenberg","Kurt-Schumacher-Straße","22","22"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet","Kurt-Schuhmacher-Straße","22","22"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Eisenbahnstr.","25","25"
"3er WG","Kaiserslautern Innenstadt","Frühlingstr.","20","20"
"3er WG","Kaiserslautern Bunter Block","Beethovenstr.","18","18"
"3er WG","Kaiserslautern Innenstadt","Bismarckstraße","14","14"
"6er WG","Kaiserslautern Innenstadt","Friedrich-Engels-Straße","15","15"
"5er WG","Kaiserslautern Innenstadt","Kindergartenstraße","16","16"
"6er WG","Kaiserslautern Innenstadt","Kindergartenstraße","15","15"
"3er WG","Kaiserslautern Richard-Wagnerstrae","Richard-Wagnerstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Königstraße","14","14"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","14","14"
"3er WG","Kaiserslautern Innenstadt","Beethovenstraße","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Rheinland-Pfalz - Kaisers...","Wilhelm- Raabe Straße","19","19"
"4er WG","Kaiserslautern Innenstadt","Salzstr.","20","20"
"2er WG","Kaiserslautern Innenstadt","Damaschkestraße","13","13"
"4er WG","Kaiserslautern Innenstadt","Königstraße","10","10"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Mühlstraße","17","17"
"4er WG","Kaiserslautern Innenstadt","MoltkeStraße","12","12"
"2er WG","Kaiserslautern Innenstadt","Mannheimerstraße","25","25"
"2er WG","Kaiserslautern Innenstadt","Mühlstraße","18","18"
"2er WG","Kaiserslautern Königstrae","Königstraße","15","15"
"4er WG","Kaiserslautern Innenstadt","Fackelstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","20","20"
"3er WG","Kaiserslautern Innenstadt","Schillerplatz","20","20"
"3er WG","Kaiserslautern Innenstadt","Marktstraße","20","20"
"4er WG","Kaiserslautern Innenstadt","Fackelstraße","28","28"
"6er WG","Kaiserslautern Innenstadt","Mannheimerstr.","28","28"
"1-Zimmer-Wohnung","Kaiserslautern 67663","Wilhelm-Raabe-Straße","19","19"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Ludwigstrasse","23","23"
"2er WG","Kaiserslautern Innenstadt","An der Emilsruhe","13","13"
"4er WG","Kaiserslautern Innenstadt","Trippstadter Str.","32","32"
"4er WG","Kaiserslautern Innenstadt","Trippstadter Strasse","32","32"
"2er WG","Kaiserslautern Innenstadt","Mühlstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Medicusstr.","16","16"
"3er WG","Kaiserslautern Innenstadt","Hasenstraße","12","12"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Alex-Müllerstraße","22","22"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer-Str.","25","25"
"3er WG","Kaiserslautern Innenstadt","Schillerplatz","23","23"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wackenmühlstraße","15","15"
"2er WG","Kaiserslautern Innenstadt","Salzstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Rosenstraße","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","Wilhelm-Raabe-Str,","21","21"
"3er WG","Kaiserslautern Innenstadt","Medicusstraße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Theodor Storm Str.","48","48"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm-Raabe-Str.","21","21"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","16","16"
"4er WG","Kaiserslautern Kaiserslautern","Marktstraße","23","23"
"3er WG","Kaiserslautern Innenstadt","Marie-Juchacz-Str.","23","23"
"3er WG","Kaiserslautern Innenstadt","Alte Brücke","18","18"
"3er WG","Kaiserslautern Innenstadt","Alte Brücke","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str. , App.","25","25"
"3er WG","Kaiserslautern Innenstadt","Frühlingstraße","17","17"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","18","18"
"5er WG","Kaiserslautern Innenstadt","Friedenstr.,","14","14"
"2er WG","Kaiserslautern Innenstadt","Raabengasse","32","32"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Richard-Wagner-Str.","34","34"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","12","12"
"3er WG","Kaiserslautern kennelgartnen","Reichwaldstraße","12","12"
"1-Zimmer-Wohnung","Kaiserslautern Moving to KL on 15th March","NA","15","15"
"4er WG","Kaiserslautern Innenstadt","Jägerstrasse","140","140"
"2er WG","Kaiserslautern Innenstadt","Bismarckstraße","23","23"
"3er WG","Kaiserslautern Innenstadt","Gersweilerweg","20","20"
"3er WG","Kaiserslautern Innenstadt","Hochsandstraße","15","15"
"4er WG","Kaiserslautern Innenstadt","Richard-Wagnerstraße","20","20"
"4er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","16","16"
"3er WG","Kaiserslautern Innenstadt","Feuerbachstraße","12","12"
"3er WG","Kaiserslautern Innenstadt","Pirmasenser Str.","17","17"
"3er WG","Kaiserslautern Innenstadt","Fruchthallstraße","19","19"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","Gottlieb Daimler Str.,","21","21"
"3er WG","Kaiserslautern Innenstadt","Papiermühlstraße","18","18"
"3er WG","Kaiserslautern Innenstadt","Albrechtstraße","16","16"
"3er WG","Kaiserslautern Innenstadt","Gaustraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Gaustraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Richard Wagner Straße","30","30"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bleichstraße","24","24"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremerstr","25","25"
"2er WG","Kaiserslautern Innenstadt","Schillerplatz","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Mozartstraße","23","23"
"3er WG","Kaiserslautern Innenstadt","Schillerplatz","23","23"
"5er WG","Kaiserslautern Lämmchesberg","Pfaffenbergstraße","36","36"
"3er WG","Kaiserslautern Kaiserslautern","Trippstadterstr.","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Univiertel","Gerhart Hauptmann Straße","25","25"
"3er WG","Kaiserslautern Innenstadt","Lauterstraße","23","23"
"3er WG","Kaiserslautern Innenstadt","Kahlenbergstraße","15","15"
"4er WG","Kaiserslautern Innenstadt","Wörthstr.","12","12"
"4er WG","Kaiserslautern Innenstadt","Mannheimer Straße","23","23"
"2er WG","Kaiserslautern Innenstadt","Kurt-Schumacher-Straße","12","12"
"4er WG","Kaiserslautern Innenstadt","Fackelwoogstr","12","12"
"3er WG","Kaiserslautern Innenstadt","Ludwigstraße","16","16"
"4er WG","Kaiserslautern Innenstadt","Logenstr.","21","21"
"4er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","14","14"
"3er WG","Kaiserslautern Innenstadt","Lutrinastr.","20","20"
"3er WG","Kaiserslautern Innenstadt","Lutrinastr.","25","25"
"4er WG","Kaiserslautern Innenstadt","Glockenstr","31","31"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Str.","17","17"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","17","17"
"2er WG","Kaiserslautern Innenstadt","Pfaffenbergstraße","15","15"
"4er WG","Kaiserslautern Pfaffplatz","Rudolf-Breitscheid-Straße","15","15"
"2er WG","Kaiserslautern Innenstadt","Wollstraße","17","17"
"3er WG","Kaiserslautern Innenstadt","Schützenstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","BalbierStr.","21","21"
"3er WG","Kaiserslautern Innenstadt","Pfaffenbergstr.","29","29"
"2er WG","Kaiserslautern Innenstadt","Kennelstr","20","20"
"4er WG","Kaiserslautern Innenstadt","Schubert-Straße","25","25"
"3er WG","Kaiserslautern Innenstadt","Katharinenstraße","11","11"
"3er WG","Kaiserslautern Innenstadt","Kerststraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Hohenecken","Landolfstr","30","30"
"3er WG","Kaiserslautern Lämmchesberg","Hermann-Hesse-Str","11","11"
"3er WG","Kaiserslautern Innenstadt","Glockenstraße","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Geranienweg","25","25"
"2er WG","Kaiserslautern Innenstadt","Donnersbergstrasse .","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Meisenweg","20","20"
"5er WG","Kaiserslautern Innenstadt","Parkstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","Karcherstraße","14","14"
"4er WG","Kaiserslautern Innenstadt","Salzstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Raiffeisen Straße.","16","16"
"1-Zimmer-Wohnung","Kaiserslautern kaiserslautern","fohrenweg","40","40"
"2er WG","Kaiserslautern Innenstadt","Moltkestraße","12","12"
"4er WG","Kaiserslautern Betzenberg","Rousseau Str.","21","21"
"4er WG","Kaiserslautern Innenstadt","Hartmannstr.","15","15"
"4er WG","Kaiserslautern Innenstadt","Fackelstraße","24","24"
"2er WG","Kaiserslautern Innenstadt","Pirmasenser Str.","15","15"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","13","13"
"4er WG","Kaiserslautern Innenstadt","Wilhelmstr.","21","21"
"3er WG","Kaiserslautern Stadtmitte","Pirmasenser Straße","13","13"
"4er WG","Kaiserslautern Innenstadt","Mannheimer Straße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohngebiet / direkte ...","Buchenlochstr.","25","25"
"2er WG","Kaiserslautern Innenstadt","Kerststr.","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Sonnenberg","Hussongstraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Morlautern","Am Schlosshübel","41","41"
"2er WG","Kaiserslautern Innenstadt","Carlo-Schmid-Straße","30","30"
"2er WG","Kaiserslautern Kaiserslautern","Fohrenweg","35","35"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","kurt-schumacher-straße","24","24"
"3er WG","Kaiserslautern Innenstadt","Pfaffstraße","19","19"
"4er WG","Kaiserslautern Innenstadt","Schillerplatz","20","20"
"5er WG","Kaiserslautern Innenstadt","Schützenstraße","10","10"
"5er WG","Kaiserslautern Innenstadt","Schützenstraße","16","16"
"5er WG","Kaiserslautern Innenstadt","Schützenstraße","40","40"
"5er WG","Kaiserslautern Innenstadt","Schützenstraße","12","12"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Str.","13","13"
"3er WG","Kaiserslautern Innenstadt","Friedrich-Engels-Straße","30","30"
"4er WG","Kaiserslautern Innenstadt","Ottostraße","8","8"
"3er WG","Kaiserslautern Innenstadt","Kanalstraße","32","32"
"8er WG","Kaiserslautern Kaiserslautern","Steinstrasse","12","12"
"3er WG","Kaiserslautern Innenstadt","Pfaffstraße","21","21"
"5er WG","Kaiserslautern Innenstadt","Friedenstr.","16","16"
"4er WG","Kaiserslautern Innenstadt","Albertstraße","15","15"
"3er WG","Kaiserslautern Kaiserslautern","Rudolf-Breitscheid-Straße","14","14"
"3er WG","Kaiserslautern Innenstadt","Tannenstraße","12","12"
"2er WG","Kaiserslautern Innenstadt","Eisenbahnstr.","22","22"
